URLs,Price,#Ratings
https://www.amazon.co.uk/OneOdio-Bluetooth-Over-Ear-Headphones/product-reviews/B0828S1TPM/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,41,"6,906 ratings"
https://www.amazon.co.uk/Soundcore-Microphones-Reduction-Waterproof-Earphones-Black/product-reviews/B07SJR6HL3/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,39,"117,124 ratings"
https://www.amazon.co.uk/Bluetooth-Headphones-KVIDIO-Microphone-Lightweight-pink/product-reviews/B09XMJC9BL/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,20,"1,276 ratings"
https://www.amazon.co.uk/Bluetooth-Headphones-Earphones-Cancelling-Waterproof-Black/product-reviews/B09BZ64R7S/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,16,"6,656 ratings"
https://www.amazon.co.uk/Sennheiser-HD-206-Stereo-Headphone/product-reviews/B01N7S0IPR/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,31,"13,783 ratings"
https://www.amazon.co.uk/Wireless-Headphones-Foldable-Headsets-Earbuds-Black-Gold/product-reviews/B07T1KZQV9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,18,"26,133 ratings"
https://www.amazon.co.uk/Sony-WH-CH710N-Cancelling-Headphones-Assistant-Black/product-reviews/B086LLYK4S/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,107,"5,968 ratings"
https://www.amazon.co.uk/Headphones-Bluetooth-Earphones-Cancelling-Waterproof-Black/product-reviews/B099D925ZD/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,18,"4,254 ratings"
https://www.amazon.co.uk/yobola-Headphones-Waterproof-Earphones-Bluetooth-T2-Pro-White/product-reviews/B08K4Y4RMB/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,18,"35,576 ratings"
https://www.amazon.co.uk/Edifier-W820NB-Hybrid-Cancelling-Headphones-Black/product-reviews/B09FF244QP/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,69,465 ratings
https://www.amazon.co.uk/Soundcore-Cancelling-Headphones-Multiple-Bluetooth-Black/product-reviews/B08HMWZBXC/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,79,"12,770 ratings"
https://www.amazon.co.uk/Headphone-Microphone-Bluetooth-Compatible-Smartphones/product-reviews/B09HHFM9SH/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,24,18 ratings
https://www.amazon.co.uk/Betron-Earphones-Headphones-Microphone-Control-Black/product-reviews/B0B6WKHFLS/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,7,330 ratings
https://www.amazon.co.uk/DOBOPO-Bluetooth-Earphones-Headphones-Waterproof-White/product-reviews/B0B4DH8Q4C/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,21,"5,680 ratings"
https://www.amazon.co.uk/Wireless-Headphones-Playtime-Bluetooth-Foldable-Grey/product-reviews/B08ND51MX8/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,21,"4,171 ratings"
https://www.amazon.co.uk/Bluetooth-Headphone-Microphone-Cancelling-Earphones/product-reviews/B09XVKPGCM/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,9,679 ratings
https://www.amazon.co.uk/RockPapa-Adjustable-Headphones-Earphones-Headphone-Blue/product-reviews/B0144PY56Q/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,7,649 ratings
https://www.amazon.co.uk/Bluetooth-Headphones-WorWoder-Memory-Protein-Travelling/product-reviews/B07FS9B5G8/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,17,"11,432 ratings"
https://www.amazon.co.uk/PowerLocus-Bluetooth-Headphones-Headphone-Microphones-Red/product-reviews/B0BLXRQ175/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,15,941 ratings
https://www.amazon.co.uk/Jabra-Bluetooth-Cancellation-technology-Multipoint-Titanium-Black/product-reviews/B0B8DRY85Q/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,125,147 ratings
https://www.amazon.co.uk/Sony-MDR-ZX110NA-Overhead-Cancelling-Headphones-Black/product-reviews/B00N3WWM58/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,32,"1,781 ratings"
https://www.amazon.co.uk/headphones-Microphone-Childrens-headsets-Green-black-green/product-reviews/B07HHGP28X/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,19,"8,107 ratings"
https://www.amazon.co.uk/Headphones-Earbuds-HiFi-Audio-Isolating-Compatible-White-PD4/product-reviews/B09W38W7MF/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,7,"5,388 ratings"
https://www.amazon.co.uk/Wireless-Headphones-Waterproof-Bluetooth-Earphones-White/product-reviews/B09Z2WV32Q/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,7,328 ratings
https://www.amazon.co.uk/Headphones-Bluetooth-Earphones-Waterproof-Cancelling-Black/product-reviews/B099YZTKCK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,15,"3,291 ratings"
https://www.amazon.co.uk/Bluetooth-Headphones-Immersive-Earphones-Waterproof-Black/product-reviews/B0B4RVBBRG/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,16,"3,943 ratings"
https://www.amazon.co.uk/Soundcore-Cancelling-Headphones-Bluetooth-Comfortable-Black/product-reviews/B09FPCZ318/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,119,"7,752 ratings"
https://www.amazon.co.uk/Headphones-Earphones-Magnetic-Earbuds-Compatible/product-reviews/B07ZNQYB27/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,16,"3,969 ratings"
https://www.amazon.co.uk/JBL-T110-Universal-Headphones-Control-Microphone-black/product-reviews/B01MG62Z5M/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,7,"42,236 ratings"
https://www.amazon.co.uk/Blukar-Headphones-Sensitivity-Microphone-Multifunction-Black-Red/product-reviews/B0B45WHNGL/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,2,259 ratings
https://www.amazon.co.uk/Earphones-Bluetooth-Headphones-Cancelling-Airp%F0%9D%96%94%F0%9D%96%89%F0%9D%96%98-Wireless-Earbuds/product-reviews/B0BCZFBPSB/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,14,411 ratings
https://www.amazon.co.uk/Samsung-EHS64-3-5-Earphones-Remote-White/product-reviews/B00GSPGJCE/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,3,"13,947 ratings"
https://www.amazon.co.uk/Betron-Earphones-Headphones-Powerful-Ergonomic-Black/product-reviews/B01M2V05RE/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,10,"11,573 ratings"
https://www.amazon.co.uk/EO-EG920BW-Samsung-Handsfree-Headphone-Packaging-White/product-reviews/B00ZLTBXSS/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,4,"15,355 ratings"
https://www.amazon.co.uk/Roxel-RX110-Lightweight-Headphones-Compatible-White/product-reviews/B081NT4QC4/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,12,"2,396 ratings"
https://www.amazon.co.uk/Wireless-Bluetooth-Headphones-Charging-Waterproof-White/product-reviews/B09NZMKF6W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,19,"4,595 ratings"
https://www.amazon.co.uk/Bluetooth-Headphones-Rydohi-Lightweight-Black-Orange/product-reviews/B07PCRLTRK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,15,"15,918 ratings"
https://www.amazon.co.uk/Sony-MDRZX310L-AE-Foldable-Headphones-Metallic-Blue/product-reviews/B00I3LUYNG/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,17,"32,346 ratings"
https://www.amazon.co.uk/Beats-Solo3-Wireless-Ear-Headphones/product-reviews/B07YVXGFLS/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,130,"14,399 ratings"
https://www.amazon.co.uk/Bluetooth-Headphones-Cancelling-Microphone-Waterproof-White/product-reviews/B0BB29LRQM/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,21,"4,261 ratings"
https://www.amazon.co.uk/Headphones-Bluetooth-Canceling-Waterproof-Earphones/product-reviews/B0B2CZ6J51/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,19,"1,948 ratings"
https://www.amazon.co.uk/Tiksounds-headphones-Bluetooth-Waterproof-black/product-reviews/B08LGRK6MT/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,21,"26,963 ratings"
https://www.amazon.co.uk/NXET-Headphone-Universal-Aluminum-Microsoft/product-reviews/B01L00XVHC/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,7,"1,924 ratings"
https://www.amazon.co.uk/PowerLocus-Bluetooth-Over-Ear-Headphones-Wireless-White-Raspberry/product-reviews/B07D3NPVLN/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,21,"48,063 ratings"
https://www.amazon.co.uk/Bluetooth-Headphones-Microphone-Earphones-Cancelling-Black/product-reviews/B0B3X97WW1/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,17,"2,160 ratings"
https://www.amazon.co.uk/Headphones-Motast-Bluetooth-Earphones-Waterproof-New-Model/product-reviews/B083M83HLD/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,14,"1,566 ratings"
https://www.amazon.co.uk/Headphones-Riwbox-XBT-80-Microphone-Black-Gold/product-reviews/B073QV511F/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,22,"7,328 ratings"
https://www.amazon.co.uk/Panasonic-EAH-AZ70WE-K-Cancelling-Bluetooth-Functionality-Black/product-reviews/B089BHKS6S/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,192,178 ratings
https://www.amazon.co.uk/Headphones-Bluetooth-Cancellation-Waterproof-Earphones-Wireless-Earbuds/product-reviews/B0BMPY3NMM/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,16,"21,944 ratings"
https://www.amazon.co.uk/Genuine-Samsung-Earphones-Tuned-Line/product-reviews/B071S9RFT7/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,6,"11,198 ratings"
https://www.amazon.co.uk/JKSWT-Microphone-Lightweight-Headphones-Compatible-White/product-reviews/B09DY2N94D/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,5,"1,120 ratings"
https://www.amazon.co.uk/RIDER-Earphones-Headphones-Anti-Tangle-Microphone-Black/product-reviews/B092MKW5CR/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,10,"6,427 ratings"
https://www.amazon.co.uk/Headphones-Microphone-earphone-Cancellation-Compatible-White-1pc/product-reviews/B0BTWYHQ5H/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,7,"3,138 ratings"
https://www.amazon.co.uk/UMI-Bluetooth-headphones-earphones-intelligent-GREY/product-reviews/B07N428SG9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,29,"28,445 ratings"
https://www.amazon.co.uk/RockPapa-Bluetooth-Headphones-Microphone-Childrens-Purple/product-reviews/B07C253NJ1/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,12,215 ratings
https://www.amazon.co.uk/TOZO-True-Wireless-Headphones-Stereo-Black/product-reviews/B07RGZ5NKS/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,23,"168,584 ratings"
https://www.amazon.co.uk/Sumvision-Wave-RX-Efficiency-Cancellation-Black/product-reviews/B07XRX18ZZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,18,404 ratings
https://www.amazon.co.uk/Headphones-Waterproof-Bluetooth-Earphones-Airp%F0%9D%96%94%F0%9D%96%89%F0%9D%96%98-White/product-reviews/B0BD41NTX4/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,16,104 ratings
https://www.amazon.co.uk/Wireless-Bluetooth-Headphones-Rydohi-Foldable-Rose-Gold/product-reviews/B07L93FRP7/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,16,"3,551 ratings"
https://www.amazon.co.uk/Sony-MDR-7506-Professional-Headphone-Black/product-reviews/B000AJIF4E/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,88,"21,492 ratings"
https://www.amazon.co.uk/Sony-MDRRF811RK-CEK-RF811-Wireless-Headphones-Black/product-reviews/B00JF3G0R0/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,57,"1,104 ratings"
https://www.amazon.co.uk/PowerLocus-Bluetooth-Headphones-Microphone-Lightweight-Purple-White/product-reviews/B09312D2XL/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,19,"1,627 ratings"
https://www.amazon.co.uk/Earbuds-Headphones-Microphone-Earphones-Interface-4-Pairs/product-reviews/B08B578J1P/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,5,"1,673 ratings"
https://www.amazon.co.uk/Headphones-Earphones-reduction-compatible-20%EF%BC%8CGoogle-TYC-White/product-reviews/B0BMXHJGHK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,7,"3,993 ratings"
https://www.amazon.co.uk/Beats-Studio3-Wireless-Cancelling-Headphones/product-reviews/B08529BR4Q/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,199,"10,906 ratings"
https://www.amazon.co.uk/Bluetooth-Headphones-Cancelling-Microphone-Waterproof-Black/product-reviews/B09PG3R55D/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,15,"5,180 ratings"
https://www.amazon.co.uk/Wireless-Bluetooth-Headphones-Cancelling-Earphones-White/product-reviews/B09VDLS6KN/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,15,"5,786 ratings"
https://www.amazon.co.uk/Tribit-Bluetooth-Headphones-lightening-Cancelling-Black/product-reviews/B086ZK4X35/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,29,"1,479 ratings"
https://www.amazon.co.uk/Panasonic-RB-HF420BE-K-Bluetooth-Headphones-Wireless-Black/product-reviews/B08F8SQFT8/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,33,288 ratings
https://www.amazon.co.uk/Betron-Earphones-Headphones-Isolating-Microphone-Gold/product-reviews/B074P5K78Q/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,9,"7,754 ratings"
https://www.amazon.co.uk/Earphones-Headphones-Microphone-Cancellation-Compatible-White-SG/product-reviews/B09Z34JX14/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,3,"9,162 ratings"
https://www.amazon.co.uk/Headphones-Bluetooth-Cancelling-Earphones-Waterproof-Black/product-reviews/B09V4J7Y7Z/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,13,"1,402 ratings"
https://www.amazon.co.uk/JKSWT-Lightweight-Microphone-Headphones-Compatible-White/product-reviews/B0B2W9H7DW/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,7,231 ratings
https://www.amazon.co.uk/Betron-S2-Bluetooth-Headphones-Earphones-black/product-reviews/B078C6FSN4/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,29,"7,241 ratings"
https://www.amazon.co.uk/Sony-WI-XB400-Extra-Wireless-Headphones-black/product-reviews/B07X1TDTQB/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,27,"3,082 ratings"
https://www.amazon.co.uk/Lightning-Connector-Headphones-Certified-Isolating-1pc/product-reviews/B09TR61Q26/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,9,864 ratings
https://www.amazon.co.uk/Sony-WH-XB910N-Cancelling-Wireless-Headphones-Black/product-reviews/B09FKG4PP3/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,123,"2,515 ratings"
https://www.amazon.co.uk/DOQAUS-Wireless-Headphones-Bluetooth-Controller-Black/product-reviews/B09FX97PPL/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,51,271 ratings
https://www.amazon.co.uk/JKSWT-Microphone-Definition-Headphones-Compatible-Black/product-reviews/B0919BBRB2/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,7,"5,170 ratings"
https://www.amazon.co.uk/Sennheiser-Special-Open-Headphone-Black/product-reviews/B07Q7S7247/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,"5,888 ratings"
https://www.amazon.co.uk/JVC-HA-S160-B-FLATS-Lightweight-Headphones-Black/product-reviews/B004M7SQNU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,15,"2,448 ratings"
https://www.amazon.co.uk/IeemTkxxe-Headphones-Earphones-Bluetooth-Cancellation-white/product-reviews/B0B97VTX4Y/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,9,"2,302 ratings"
https://www.amazon.co.uk/Wireless-Bluetooth-Headphones-Earphones-Waterproof-Midnight-Black/product-reviews/B0BFL83X8S/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,21,"2,554 ratings"
https://www.amazon.co.uk/Wireless-Headphones-Bluetooth-Canceling-Waterproof-New-Model/product-reviews/B08JYZ38P7/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,20,"17,132 ratings"
https://www.amazon.co.uk/Betron-AX3-Headphones-Microphone-Smartphones-Black/product-reviews/B0787JJ8J9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,9,862 ratings
https://www.amazon.co.uk/Rockpapa-Comfort-Adjustable-Headphones-SmartPhones-Orange-Black/product-reviews/B07DWNPNTC/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,13,"5,924 ratings"
https://www.amazon.co.uk/Urbanista-Bluetooth-Headphones-Cancelling-Microphone-Teal-Green/product-reviews/B08TLV4XYJ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,98,322 ratings
https://www.amazon.co.uk/Bluetooth-Headphones-Cancelling-Btootos-Waterproof-Black/product-reviews/B0BCKHQGJN/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,24,"3,900 ratings"
https://www.amazon.co.uk/Earphones-Headphones-Sensitivity-Microphone-Definition-White/product-reviews/B09KX53SGM/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,2,18 ratings
https://www.amazon.co.uk/Wireless-Certified-Bluetooth-Waterproof-Microphone-White-Wireless/product-reviews/B0BJC4JBV3/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,15,54 ratings
https://www.amazon.co.uk/Bluetooth-Headphones-Wireless-Waterproof-Earphones-Black/product-reviews/B091GHJ7FN/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,13,"6,677 ratings"
https://www.amazon.co.uk/Betron-Isolating-Headphones-Earphones-Powerful-Black/product-reviews/B00MIQQVIY/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,8,"5,566 ratings"
https://www.amazon.co.uk/Headphones-Bluetooth-Cancellation-Waterproof-Earphones-white/product-reviews/B0BFPQDXSG/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,8,"2,031 ratings"
https://www.amazon.co.uk/New-Headphones-Microphone-Children-Lightweight-Pink/product-reviews/B09H4K1YR6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,9,296 ratings
https://www.amazon.co.uk/Bluetooth-Wireless-Headphones-Louise-Mann-Black/product-reviews/B08HRVFF65/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,21,863 ratings
https://www.amazon.co.uk/ZIHNIC-Bluetooth-Headphones-Over-Ear-Prolonged-rose/product-reviews/B0BFFSRNGL/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,19,"7,675 ratings"
https://www.amazon.co.uk/Headphones-Reduction-bluetooth-earphones-Waterproof/product-reviews/B0BKFXSM6Q/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,7,"4,580 ratings"
https://www.amazon.co.uk/Wireless-Headphones-Playtime-Bluetooth-Cellphone-Type1-Red/product-reviews/B08FMMC1F8/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,15,579 ratings
https://www.amazon.co.uk/Tijjywwil-Earphones-Headphones-Microphone-Compatible-white/product-reviews/B0B8S1WYZW/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,5,"1,062 ratings"
https://www.amazon.co.uk/Sony-Wireless-Cancelling-Headphones-Compatible-Blue/product-reviews/B07X2T4QYP/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,249,409 ratings
https://www.amazon.co.uk/Philips-00-Headphones-Bluetooth-Isolation-Black/product-reviews/B08CNM8YPD/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,48,"1,221 ratings"
https://www.amazon.co.uk/GNFROP-Environmental-Cancellation-Cancelling-Headphones-White/product-reviews/B0BJ6Y28HY/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,19,4 ratings
https://www.amazon.co.uk/Groov-Headphones-Adjustable-Headphone-Smartphones-Pink/product-reviews/B00378KLQK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,9,"2,402 ratings"
https://www.amazon.co.uk/Sony-WH-CH520-Wireless-Bluetooth-Headphones-Beige/product-reviews/B0BTJ9WHL9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,49,5 ratings
https://www.amazon.co.uk/UGREEN-Headphones-Earphones-Earbuds-Compatible/product-reviews/B094Y63W42/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,14,438 ratings
https://www.amazon.co.uk/Sony-WI-C310-Bluetooth-Wireless-Headphones-Black/product-reviews/B07R37BSZ6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,24,"3,844 ratings"
https://www.amazon.co.uk/Wireless-Headphones-Bluetooth-Playback-Waterproof-Rose-Gold/product-reviews/B09YC24Q43/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,29,"8,154 ratings"
https://www.amazon.co.uk/ZJXD-Headphones-Microphone-Compatible-Smartphones-White/product-reviews/B07PGD6FBW/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,7,"3,347 ratings"
https://www.amazon.co.uk/Jabra-Evolve2-Wireless-Headset-Long-Lasting-Black/product-reviews/B08633D2K5/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,324,906 ratings
https://www.amazon.co.uk/C8-Headphones-Microphone-Lightweight-Smartphones-Mint/product-reviews/B01EF5DBYM/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,17,"27,457 ratings"
https://www.amazon.co.uk/Earphones-Headphones-Microphone-Control-Compatible-White-SMA/product-reviews/B0BN33Y2XD/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,7,"11,573 ratings"
https://www.amazon.co.uk/Satily-Earphones-Microphone-Cancelling-Waterproof-Black/product-reviews/B0BTBHC1MM/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,19,
https://www.amazon.co.uk/SONY-WI-C200-Wireless-Bluetooth-Headphones-Black/product-reviews/B07QYWD718/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,22,"6,866 ratings"
https://www.amazon.co.uk/Samsung-Galaxy-Wireless-Earphones-Version/product-reviews/B08C5HYHYB/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,53,"36,304 ratings"
https://www.amazon.co.uk/Bluetooth-Headphones-Playtime-Cancellation-Invisible-Ear/product-reviews/B07YFMK89B/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,14,"6,211 ratings"
